id,race,decile_score,score_text,two_year_recid,LB,UB,LB_geo,UB_geo,flag_min,flag_max
3906,African-American,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
10217,African-American,8,High,1,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
7542,African-American,8,High,1,-1.55740478285911,1.67645723875939,-1.58203415692169,1.83746171073805,1,1
2006,African-American,8,High,1,-1.48632550084202,1.39965361390828,-1.68140438447818,1.21014242129483,1,1
5485,African-American,8,High,1,-2.08160082816839,2.52651095831075,-2.147267914935,2.20169033476074,1,1
4328,African-American,8,High,1,-1.48825373919018,1.39784097001652,-1.6826468427723,1.20941078956636,1,1
9483,African-American,8,High,1,0.329392675617266,1.44741908895318,0.508744889237141,1.35596365287585,1,1
114,Caucasian,8,High,0,-1.48632550084202,1.39965361390828,-1.68140438447818,1.21014242129483,1,1
8974,African-American,8,High,0,-1.0088858588917,3.3995927957058,-1.14416747009522,2.93886761780749,1,1
4715,African-American,8,High,1,0.329397672800877,1.45942372352099,0.508782976014758,1.57768602178512,1,1
42,African-American,8,High,1,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
9064,African-American,8,High,1,0.329647624819265,1.52940639716645,0.509002531294369,1.58686975593473,1,1
9843,African-American,8,High,1,-1.47450356705706,9.47769254904245,-1.43267756542699,6.18690578102658,1,1
7790,African-American,8,High,1,-0.568247218902411,5.62103017722807,-0.526973722703788,4.25400564609182,1,1
6044,African-American,8,High,1,-1.00857782950661,3.39770596516573,-1.14388267180409,2.93843152541344,1,1
10572,African-American,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
7150,African-American,8,High,1,-1.87880413417461,1.39777928986967,-2.1858305162146,1.20967466768856,1,1
7652,African-American,8,High,1,-0.229872588179446,3.55712216578838,-0.21348239390685,2.87098163726726,1,1
5545,Caucasian,8,High,1,0.329647624819265,1.52940639716645,0.509002531294369,1.58686975593473,1,1
451,African-American,8,High,1,-0.0815314459173524,4.52601586936448,-0.0841033179872887,3.94460512219496,1,1
6687,Caucasian,8,High,1,0.329481176032458,1.44574005911085,0.508905269645764,1.38472755121048,1,1
67,African-American,8,High,1,-1.46189648267278,9.47765097829525,-1.42276196417891,6.18683233629885,1,1
612,African-American,8,High,1,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
4820,African-American,8,High,1,-1.48216752045595,1.52869713020879,-1.23254597870702,1.65885506701987,1,1
8145,African-American,8,High,1,-1.93344429072154,0.576032659074578,-2.02909495315543,0.640282513100253,1,1
2400,African-American,8,High,0,-0.568265035383397,5.62050195406222,-0.526989886634508,4.25381358356846,1,1
4862,Other,8,High,1,-1.45470230943965,2.08043893597798,-1.53148081822992,2.28811475764202,1,1
4550,African-American,8,High,1,-0.567752413900226,5.6213050948884,-0.526654959964342,4.25392551813525,1,1
10216,African-American,8,High,0,-2.1440554480059,0.119874997684156,-2.4617439122743,0.140223926396701,1,1
5297,African-American,8,High,1,-0.146882437156414,1.5902635429625,-0.192660804381694,1.72345558598793,1,1
1258,African-American,8,High,1,-2.58802228341428,9.47502366546344,-1.99253317742871,6.18634358732325,1,1
8359,Caucasian,8,High,1,-2.0143153402462,-0.370421350421813,-1.80051227807733,-0.386674706291366,1,1
138,Caucasian,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
3316,Caucasian,8,High,1,-0.143030381777594,2.11776413459739,-0.164329344625481,2.47832656424881,1,1
4307,African-American,8,High,0,-1.48960057680894,1.56981975525249,-1.64092032128025,1.4928508342106,1,1
7919,African-American,8,High,1,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
9174,Caucasian,8,High,1,-1.78660583571247,1.39929080231246,-2.07802171203854,1.26605968932602,1,1
4582,African-American,8,High,0,-0.316533156521427,1.58591600230425,-0.37227334115946,1.65900437182438,1,1
2245,Caucasian,8,High,0,-3.48280771247802,0.0241877910864506,-2.8907944572147,0.0323790115497006,1,1
6463,African-American,8,High,0,0.329647624819265,1.52940639716645,0.509002531294369,1.58686975593473,1,1
2680,African-American,8,High,0,-1.67569966010339,-0.400813830937088,-1.69436601984979,-0.494054388209818,1,1
4192,African-American,8,High,1,-1.74263314442777,5.62120484349434,-1.7027747697669,4.25398628382732,1,1
7821,Caucasian,8,High,0,-1.54760709918279,0.57639011036671,-1.47719801868203,0.640616851423601,1,1
8082,African-American,8,High,1,-1.48475388956582,1.48797745939715,-1.23189608039307,1.67954815405583,1,1
357,Caucasian,8,High,1,-1.67611466687831,-0.507144789025245,-1.69349623213365,-0.695384387823165,1,1
9394,Caucasian,8,High,0,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
6851,Caucasian,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
8685,African-American,8,High,0,0.331327982169494,1.45579193432473,0.51163971943954,1.4684785229413,1,1
5204,African-American,8,High,0,-0.568113340927973,5.62069864059775,-0.526862781337996,4.25407182440784,1,1
1606,African-American,8,High,0,-1.85437529367203,-0.386508633506084,-1.91795846271796,-0.491883539937148,1,1
4127,African-American,8,High,1,-1.87897005294566,1.39738246345541,-2.18620426808008,1.20953554466508,1,1
8622,African-American,8,High,1,-1.80609695607815,0.576259627496817,-1.9735876442075,0.64048171329186,1,1
5191,Other,8,High,1,-2.06529429943159,0.506285988774362,-2.30994223859312,0.540305569430956,1,1
7245,African-American,8,High,1,-0.0665651188357186,2.50574330866844,-0.0744265305883638,2.6744986953363,1,1
6739,African-American,8,High,1,-3.48456821098443,-0.412710449506912,-2.89118412420705,-0.493792999149091,1,1
3394,Caucasian,8,High,1,-1.00863319010611,3.39978682991244,-1.14397906348107,2.93875732346732,1,1
8422,Caucasian,8,High,1,-1.63723563351272,3.55911358818506,-1.57508353561479,2.86951127966678,1,1
1314,African-American,8,High,1,-0.568095833721446,5.62080049421929,-0.52683704923225,4.2539638857379,1,1
8424,Caucasian,8,High,1,-1.84540753800953,0.575653897167534,-2.02067434480502,0.639970435350735,1,1
2297,Caucasian,8,High,1,0.402377844154476,3.39713587325426,0.531394175854266,2.94525301266011,1,1
8344,African-American,8,High,1,-1.47503965420195,9.47491001520652,-1.43316636256648,6.18660055059296,1,1
3456,African-American,8,High,0,-2.23779943128737,3.63467035467996,-2.44313048125637,2.99040846535559,1,1
9061,African-American,8,High,1,-0.657712195666894,5.6344232414869,-0.892582762291919,4.6358591856949,1,1
5930,Caucasian,8,High,1,-1.85312706293808,-0.46504055933743,-1.9201559062908,-0.635712886218547,1,1
2271,African-American,8,High,1,-0.232172870740677,3.55961272516255,-0.215419767917362,2.86992912495799,1,1
8667,African-American,8,High,1,0.331464708966186,1.44643620820841,0.51171010949692,1.50374427519776,1,1
7799,African-American,8,High,1,-0.0665651188357186,2.50574330866844,-0.0744265305883638,2.6744986953363,1,1
2664,African-American,8,High,1,-1.80367171120219,0.119834210821975,-1.97261009182264,0.140175614479239,1,1
566,African-American,8,High,1,0.193999957383305,2.11983115160345,0.211992402510575,2.47961582679158,1,1
5380,African-American,8,High,1,-1.47450356705706,9.47769254904245,-1.43267756542699,6.18690578102658,1,1
10859,African-American,8,High,0,0.0750945230415167,2.11977186178391,0.0928525202738737,2.47960884567079,1,1
4947,African-American,8,High,1,-0.657095043885002,5.63396860807372,-0.891789674149579,4.63572683589567,1,1
5539,African-American,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
1282,African-American,8,High,0,-2.08103640198615,2.52648856299277,-2.1469280655184,2.20173607810926,1,1
4228,Caucasian,8,High,1,-0.567644824673068,5.62112526220217,-0.526501161501347,4.25403748539926,1,1
2637,Caucasian,8,High,1,0.329397672800877,1.45942372352099,0.508782976014758,1.57768602178512,1,1
7540,African-American,8,High,1,0.329647624819265,1.52940639716645,0.509002531294369,1.58686975593473,1,1
4861,African-American,8,High,1,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
4486,Caucasian,8,High,1,-1.74271241913598,5.620871003463,-1.70298928980554,4.25378815040165,1,1
7008,African-American,8,High,1,-1.47511739247913,9.47548098624076,-1.43317118856497,6.18674392698606,1,1
3725,African-American,8,High,1,-0.231699946466781,3.55898084996681,-0.215027160787935,2.87011685326506,1,1
8062,African-American,8,High,1,-1.48445733906252,1.5261870953233,-1.23169463607938,1.66973234405174,1,1
8031,African-American,8,High,1,-0.0646957838389127,1.49820516155351,-0.0751037289650794,1.46555469032659,1,1
2772,African-American,8,High,1,-1.00890594183894,3.39772625824008,-1.14587448581787,2.93812251508484,1,1
6571,African-American,8,High,1,-1.72846493426399,3.559068217824,-1.48127302567733,2.86981275830983,1,1
3649,African-American,8,High,1,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
7445,Hispanic,8,High,1,-1.54585950404668,0.576185008280811,-1.47862774173937,0.640384378361942,1,1
8630,African-American,8,High,1,0.329899258974536,1.56302565935285,0.509375395914316,1.59440105884358,1,1
3021,African-American,8,High,1,-0.567494718736097,5.62095986873065,-0.526433569223831,4.25392379138568,1,1
2342,African-American,8,High,0,0.118620802396625,1.71780796106343,0.161857582301539,1.83783433776588,1,1
5489,African-American,8,High,1,0.0650398082526554,2.50625028630609,0.0681589598163334,2.67468696663311,1,1
987,African-American,8,High,1,0.329647624819265,1.52940639716645,0.509002531294369,1.58686975593473,1,1
9173,Caucasian,8,High,0,-1.48943108257239,1.57040406836629,-1.64080163307527,1.49331182852373,1,1
4014,African-American,8,High,1,-1.47448882186042,9.47540494872101,-1.43267609773391,6.18656295310039,1,1
8068,Caucasian,8,High,0,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
4912,Hispanic,8,High,0,0.325132383454956,3.40201838441471,0.45645773690263,3.00353225566389,1,1
1791,African-American,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
10336,African-American,8,High,1,-2.50750992316701,9.47770319652934,-1.78328832118007,6.18684072087814,1,1
9442,African-American,8,High,1,-1.93601370969722,0.576283507299319,-2.0284932574613,0.640624155921745,1,1
6605,African-American,8,High,0,-1.78889437870007,1.4006961203398,-2.07955162886977,1.26741202546655,1,1
2246,African-American,8,High,0,-1.48960057680894,1.56981975525249,-1.64092032128025,1.4928508342106,1,1
7216,African-American,8,High,1,-0.568045974422577,5.62086433875925,-0.526835301736592,4.25387338342434,1,1
995,African-American,8,High,1,-1.67646306601453,-0.488468809096284,-1.69377645197171,-0.651239491655318,1,1
2326,African-American,8,High,0,0.32925536758952,1.50142381428288,0.508589274413972,1.59438935715524,1,1
8111,African-American,8,High,1,0.331753088452775,1.59820421753907,0.510731424392942,1.62904451056419,1,1
5278,Caucasian,8,High,1,-1.48632550084202,1.39965361390828,-1.68140438447818,1.21014242129483,1,1
9093,African-American,8,High,0,-1.48943108257239,1.57040406836629,-1.64080163307527,1.49331182852373,1,1
7488,African-American,8,High,1,-1.48632550084202,1.39965361390828,-1.68140438447818,1.21014242129483,1,1
7187,African-American,8,High,1,-0.229666190456346,3.54705295959999,-0.213833280732013,2.86794308390214,1,1
2153,African-American,8,High,1,-1.00863319010611,3.39978682991244,-1.14397906348107,2.93875732346732,1,1
7292,African-American,8,High,0,0.118314494593291,1.59776557974752,0.163259933237471,1.82043352984349,1,1
4303,African-American,8,High,0,0.0650398082526554,2.50625028630609,0.0681589598163334,2.67468696663311,1,1
1255,African-American,8,High,1,-1.74115818650017,5.62081218263492,-1.7016526848041,4.25400679151668,1,1
8052,African-American,8,High,1,-1.01336155163403,3.39729426269959,-1.15264788956852,2.93746770656453,1,1
8354,Caucasian,8,High,1,-1.47485015002788,9.47489844764981,-1.43295200276752,6.18645188411355,1,1
8030,African-American,8,High,1,-1.00761706761184,3.39936256800808,-1.14446421458807,2.93859778417527,1,1
1871,African-American,8,High,1,-1.45430270323059,2.08309946738817,-1.53101306922294,2.29040338365032,1,1
1082,African-American,8,High,1,-1.48460248484784,1.57817713368391,-1.23178006545457,1.68226871000396,1,1
10531,Caucasian,8,High,1,0.329831579635845,1.4460321630702,0.509459925934625,1.41659627338283,1,1
590,Caucasian,8,High,1,-1.47502324181666,9.47531771101396,-1.43309608482444,6.18657077116489,1,1
7543,Hispanic,8,High,1,-1.61965746882192,9.4777511782325,-1.80255088238021,6.18680186012274,1,1
5873,African-American,8,High,1,0.329397672800877,1.45942372352099,0.508782976014758,1.57768602178512,1,1
930,African-American,8,High,1,-2.07910587714947,2.52650540866503,-2.14578211852639,2.20174407567776,1,1
6480,African-American,8,High,1,-1.47486850444483,9.47538907835793,-1.43293875409887,6.18674532821574,1,1
6801,Caucasian,8,High,0,-1.71672349941015,0.575790088917013,-1.59307286532093,0.640012113002086,1,1
4932,African-American,8,High,1,-1.35388414619208,1.55827795596744,-1.37535958673607,1.5276124636512,1,1
2852,African-American,8,High,0,-1.93532813450829,0.506225379397799,-2.02816937310058,0.540234403673201,1,1
2885,African-American,8,High,1,-0.555949737665538,5.62041765175902,-0.517286359158695,4.25370216062789,1,1
8626,Caucasian,8,High,1,-0.232157169975473,3.55880293079723,-0.215409359456659,2.86976564839047,1,1
2737,African-American,8,High,1,0.1939713769475,2.11993199280265,0.211949106666158,2.4795371886479,1,1
5014,African-American,8,High,1,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
5179,African-American,8,High,1,-1.46189648267278,9.47765097829525,-1.42276196417891,6.18683233629885,1,1
9364,African-American,8,High,0,-1.48209145727292,1.52385467111892,-1.23321470866633,1.61620512822747,1,1
524,Hispanic,8,High,0,-2.00507930262014,0.119467929156359,-2.259149479037,0.139741403349591,1,1
1664,Caucasian,8,High,0,-1.45470230943965,2.08043893597798,-1.53148081822992,2.28811475764202,1,1
8209,Asian,8,High,0,0.193872764309827,2.11981582679448,0.211851316919358,2.47958226090338,1,1
6825,African-American,8,High,1,-1.48399222153952,1.51383875129357,-1.23184010163893,1.67864062130246,1,1
4964,African-American,8,High,1,-1.21233523990189,1.41097765480037,-1.23032972755878,1.5262158240049,1,1
10194,African-American,8,High,1,-1.47447426630257,9.47750817899201,-1.43261264039313,6.1866958898898,1,1
2387,Caucasian,8,High,1,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
7477,African-American,8,High,0,-1.49153969103323,1.57038652427845,-1.64243924249893,1.49323470440881,1,1
3337,African-American,8,High,1,0.329856154725257,1.47875248692349,0.509389021249303,1.57636619062825,1,1
3152,Caucasian,8,High,0,0.0242450942132434,1.606247009542,0.0276833546385236,1.72073003738004,1,1
1076,Caucasian,8,High,0,-1.37571966815721,1.55610815848761,-1.44454571733203,1.63718490432028,1,1
7825,African-American,8,High,1,-1.45397361189511,2.08263256878334,-1.53068610881402,2.28998287400011,1,1
4673,African-American,8,High,0,-2.23221806877528,1.55713372791519,-2.07108091126292,1.25687587701983,1,1
10945,African-American,8,High,1,-1.48603215145615,1.39772117871275,-1.68116920013947,1.20944049751155,1,1
7516,African-American,8,High,1,-1.85863749836457,-0.664099035218617,-1.95693507401443,-0.905090916424379,1,1
4808,African-American,8,High,1,-1.48456959741291,1.49060346303526,-1.23178971185138,1.67029429573213,1,1
4342,African-American,8,High,1,-1.00863319010611,3.39978682991244,-1.14397906348107,2.93875732346732,1,1
7320,Caucasian,8,High,1,-0.655082313380382,5.63358543721265,-0.88927485265283,4.63583795590784,1,1
1120,African-American,8,High,0,-1.93569911517015,0.505676397497994,-2.02835144623866,0.539729736500961,1,1
2979,African-American,8,High,0,0.225021684700214,1.51006189507367,0.218779315638235,1.44788853280576,1,1
5122,African-American,8,High,1,-0.237577056165898,5.63445890316098,-0.259394818312418,4.63586286200985,1,1
385,African-American,8,High,1,-1.48960057680894,1.56981975525249,-1.64092032128025,1.4928508342106,1,1
4944,African-American,8,High,1,-2.08160082816839,2.52651095831075,-2.147267914935,2.20169033476074,1,1
